7fcf4af24127,43.125
4c03cfeaf363,53.22857142857143
0bfd5acc65c0,110.0
cee22adb1d04,50.66496163682864
ceec170fbad1,51.8
54bdd4cbe210,54.07142857142857
45bd92802aa9,52.78082191780822
8227ace86a31,55.25
a70f874ad43a,59.5
a74e2b620aa7,48.61538461538461
aaea7d552f1f,57.734177215189874
7ecc75a1f53d,57.6
93bd02b5b356,64.08333333333333
47baba33cffe,69.556
c677a0acf7c0,64.83079268292683
b2560dd9db14,99.52
1c170969ec51,81.0
a5a5197db050,51.36
7b76597f4283,60.49381698268755
58540f191766,60.17702392100111
de55e3d3e032,54.0
7b20c87193b3,56.5
b88fff433bdf,82.70833333333333
d9077556c6da,48.0
4e05af01b85f,43.285714285714285
442acb263bf0,94.2
f8b49e6b4311,49.583333333333336
bf032f777f2b,50.25581395348837
7979162bf361,51.96825396825397
e70b0b031fc6,49.26470588235294
eeb993e82c80,59.0
0d272edd1705,46.5
3d5e1fb89ab2,52.53108348134991
86328749cbbf,57.357142857142854
aac848ca7423,61.285714285714285
6880cdad4770,55.0
a6e0e9f12529,56.22222222222222
4b8299b950e1,60.625
de69ddc1064e,79.753091265947
cdbe4a38ca7d,47.625
43987e9aec6c,78.5
88a6aff0a9f8,72.88461538461539
ccc4f9db492b,59.35294117647059
698d948206d0,55.310344827586206
eea150bdfdd6,59.49240780911063
3b586f5d712e,49.18
8d8cb36a6118,73.28052805280528
8c1efa7a8bd0,64.75
b576e4193037,60.666666666666664
974ebda0bfff,62.333333333333336
f5440bdf32a5,52.77175463623395
262fbc8b0c98,59.1296
81c167c23afe,55.2
2d415d162cd1,81.84574468085107
bfe2df9380f6,72.16666666666667
d7052eeddab7,66.65557404326123
0bd1b713771d,49.41463414634146
67aee313a79c,56.5
5b1345f03aa1,52.81136074607885
63bc48495c14,73.2
1b474f376ac7,69.5
a40f1f5436fe,87.93478260869566
f14128db0160,49.1983032873807
4d95fa282778,57.49337260677467
09e2b4cbf41f,48.07142857142857
b13026a51961,54.0
b764aa680278,76.92307692307692
81f90c4c1db7,84.0
42e90411d2f2,59.74418604651163
58534d66187c,60.833333333333336
3960a1141089,57.04347826086956
e2ceaece17db,47.53846153846154
308ffc7d7a59,43.22222222222222
eec0d6d01c7b,58.13636363636363
7144cc81eba1,48.5
88e0db22578e,69.33333333333333
aed9083d82ef,53.528301886792455
69d8872acc41,61.137724550898206
656fef1616c7,35.75
76d5529cf8a8,56.5
dca3db6263d5,43.30769230769231
f069fcd1e145,48.7
8036c2e52ac2,67.28125
b659dea714f8,50.0
c7152ce0fec1,51.20779220779221
29e49d62c73f,71.6
df67d9aab58f,50.916666666666664
136eaa17ce70,90.5
3470b0832b98,45.63636363636363
a4f092ab9509,55.18181818181818
30d77889e1ff,103.33333333333333
2891a173002a,64.9
4c7e97453469,47.925925925925924
0c3b5520dba6,67.68787276341948
3f15400e07d0,72.76923076923077
c9e676ebc7ef,57.06607929515418
1879c6b4d51a,47.92307692307692
0db4ac3f62ed,48.73154362416108
6764df7bfc15,97.0
42aa9724a88c,46.60905923344948
9c48bbc1d1e7,69.75
6591b1fc342a,54.9
872fdd7585f1,52.125
552e00661526,33.84615384615385
57f0cc404c2e,55.36129032258064
5b09a062fa3f,81.578125
fc747a7bbcdd,55.5
8b9c03ad79b8,47.68103448275862
d4e85b8c1ae7,62.3125
41f97a75a037,46.205263157894734
a1c3fcf19f3e,57.84615384615385
ce15f323e5f1,55.6875
de7b2d596ba1,149.2
